Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?e  term11  ?b  ?e  term18  ?a   => ?a  term22  ?b	0.477124183	0.059494703	0.162946429	73	1227	448	?a	0.0	0.0	0.0
?e  term10  ?a  ?e  term22  ?b   => ?a  term22  ?b	0.647058824	0.283667622	0.302752294	99	349	327	?a	0.0	0.0	0.0
?e  term1  ?a  ?e  term22  ?b   => ?a  term22  ?b	0.104575163	0.051118211	0.125	16	313	128	?a	0.0	0.0	0.0
?e  term2  ?a  ?e  term22  ?b   => ?a  term22  ?b	0.065359477	0.085470085	0.172413793	10	117	58	?a	0.0	0.0	0.0
?e  term11  ?b  ?e  term15  ?a   => ?a  term22  ?b	0.77124183	0.067121729	0.134243458	118	1758	879	?a	0.0	0.0	0.0
?e  term0  ?a  ?e  term22  ?b   => ?a  term22  ?b	0.026143791	0.041666667	0.181818182	4	96	22	?a	0.0	0.0	0.0
?f  term16  ?b  ?a  term17  ?f   => ?a  term22  ?b	0.54248366	0.058368495	0.146902655	83	1422	565	?a	0.0	0.0	0.0
?a  term19  ?f  ?f  term4  ?b   => ?a  term22  ?b	0.013071895	0.066666667	0.222222222	2	30	9	?a	0.0	0.0	0.0
?e  term13  ?a  ?e  term7  ?b   => ?a  term22  ?b	0.921568627	0.186015831	0.201428571	141	758	700	?a	0.0	0.0	0.0
?e  term17  ?a  ?e  term7  ?b   => ?a  term22  ?b	0.705882353	0.107569721	0.204545455	108	1004	528	?a	0.0	0.0	0.0
?e  term11  ?a  ?e  term22  ?b   => ?a  term22  ?b	0.640522876	0.19140625	0.371212121	98	512	264	?a	0.0	0.0	0.0
?f  term17  ?b  ?a  term19  ?f   => ?a  term22  ?b	0.019607843	0.166666667	1	3	18	3	?a	0.0	0.0	0.0
?e  term4  ?a  ?e  term7  ?b   => ?a  term22  ?b	0.477124183	0.068932956	0.171361502	73	1059	426	?a	0.0	0.0	0.0
?e  term3  ?a  ?e  term7  ?b   => ?a  term22  ?b	0.392156863	0.071942446	0.140515222	60	834	427	?a	0.0	0.0	0.0
?e  term16  ?a  ?e  term17  ?b   => ?a  term22  ?b	0.77124183	0.073796123	0.160108548	118	1599	737	?a	0.0	0.0	0.0
?e  term17  ?b  ?e  term7  ?a   => ?a  term22  ?b	0.745098039	0.113545817	0.12431843	114	1004	917	?a	0.0	0.0	0.0
?e  term10  ?b  ?e  term18  ?a   => ?a  term22  ?b	0.699346405	0.148817803	0.312865497	107	719	342	?a	0.0	0.0	0.0
?e  term10  ?b  ?e  term22  ?a   => ?a  term22  ?b	0.633986928	0.277936963	0.288690476	97	349	336	?a	0.0	0.0	0.0
?e  term10  ?b  ?e  term6  ?a   => ?a  term22  ?b	0.411764706	0.142533937	0.160714286	63	442	392	?a	0.0	0.0	0.0
?e  term10  ?b  ?e  term15  ?a   => ?a  term22  ?b	0.483660131	0.103064067	0.218289086	74	718	339	?a	0.0	0.0	0.0
?e  term13  ?b  ?e  term7  ?a   => ?a  term22  ?b	0.91503268	0.18469657	0.204978038	140	758	683	?a	0.0	0.0	0.0
?e  term21  ?a  ?e  term7  ?b   => ?a  term22  ?b	0.673202614	0.227373068	0.246411483	103	453	418	?a	0.0	0.0	0.0
?e  term16  ?a  ?e  term7  ?b   => ?a  term22  ?b	0.614379085	0.05196241	0.1117717	94	1809	841	?a	0.0	0.0	0.0
?e  term16  ?b  ?e  term17  ?a   => ?a  term22  ?b	0.816993464	0.078173859	0.156838143	125	1599	797	?a	0.0	0.0	0.0
?e  term16  ?b  ?e  term3  ?a   => ?a  term22  ?b	0.660130719	0.064249364	0.119244392	101	1572	847	?a	0.0	0.0	0.0
?e  term16  ?b  ?e  term4  ?a   => ?a  term22  ?b	0.62745098	0.060377358	0.140969163	96	1590	681	?a	0.0	0.0	0.0
?e  term1  ?b  ?e  term15  ?a   => ?a  term22  ?b	0.647058824	0.111111111	0.223476298	99	891	443	?a	0.0	0.0	0.0
?e  term13  ?b  ?e  term16  ?a   => ?a  term22  ?b	0.810457516	0.112014453	0.239382239	124	1107	518	?a	0.0	0.0	0.0
?e  term1  ?a  ?e  term15  ?b   => ?a  term22  ?b	0.614379085	0.105499439	0.201716738	94	891	466	?a	0.0	0.0	0.0
?e  term1  ?b  ?e  term6  ?a   => ?a  term22  ?b	0.529411765	0.113924051	0.125	81	711	648	?a	0.0	0.0	0.0
?e  term10  ?a  ?e  term15  ?b   => ?a  term22  ?b	0.555555556	0.118384401	0.13322884	85	718	638	?a	0.0	0.0	0.0
?e  term15  ?b  ?e  term2  ?a   => ?a  term22  ?b	0.60130719	0.106852497	0.192066806	92	861	479	?a	0.0	0.0	0.0
?e  term11  ?a  ?e  term15  ?b   => ?a  term22  ?b	0.777777778	0.067690557	0.153945666	119	1758	773	?a	0.0	0.0	0.0
?e  term10  ?a  ?e  term6  ?b   => ?a  term22  ?b	0.437908497	0.15158371	0.166253102	67	442	403	?a	0.0	0.0	0.0
?e  term1  ?a  ?e  term6  ?b   => ?a  term22  ?b	0.575163399	0.123769339	0.239130435	88	711	368	?a	0.0	0.0	0.0
?e  term0  ?a  ?e  term6  ?b   => ?a  term22  ?b	0.117647059	0.039473684	0.12244898	18	456	147	?a	0.0	0.0	0.0
?e  term16  ?a  ?e  term4  ?b   => ?a  term22  ?b	0.653594771	0.062893082	0.130548303	100	1590	766	?a	0.0	0.0	0.0
?e  term13  ?a  ?e  term16  ?b   => ?a  term22  ?b	0.843137255	0.116531165	0.128614158	129	1107	1003	?a	0.0	0.0	0.0
?e  term11  ?a  ?e  term6  ?b   => ?a  term22  ?b	0.22875817	0.070707071	0.13618677	35	495	257	?a	0.0	0.0	0.0
?e  term15  ?a  ?e  term2  ?b   => ?a  term22  ?b	0.607843137	0.108013937	0.208988764	93	861	445	?a	0.0	0.0	0.0
?e  term11  ?a  ?e  term18  ?b   => ?a  term22  ?b	0.477124183	0.059494703	0.122278057	73	1227	597	?a	0.0	0.0	0.0
?e  term0  ?b  ?e  term18  ?a   => ?a  term22  ?b	0.098039216	0.041322314	0.1171875	15	363	128	?a	0.0	0.0	0.0
?e  term10  ?a  ?e  term18  ?b   => ?a  term22  ?b	0.68627451	0.146036161	0.157894737	105	719	665	?a	0.0	0.0	0.0
?e  term21  ?b  ?e  term7  ?a   => ?a  term22  ?b	0.679738562	0.229580574	0.245862884	104	453	423	?a	0.0	0.0	0.0
?e  term16  ?a  ?e  term3  ?b   => ?a  term22  ?b	0.647058824	0.062977099	0.138075314	99	1572	717	?a	0.0	0.0	0.0
?e  term16  ?a  ?e  term21  ?b   => ?a  term22  ?b	0.405228758	0.080729167	0.189602446	62	768	327	?a	0.0	0.0	0.0
?f  term19  ?a  ?b  term7  ?f   => ?a  term0  ?b	0.021621622	0.285714286	0.307692308	4	14	13	?b	0.0	0.0	0.0
?a  term16  ?f  ?b  term7  ?f   => ?a  term0  ?b	0.772972973	0.064385412	0.103174603	143	2221	1386	?b	0.0	0.0	0.0
?f  term16  ?a  ?b  term16  ?f   => ?a  term0  ?b	0.886486486	0.06975755	0.103339635	164	2351	1587	?b	0.0	0.0	0.0
?b  term16  ?f  ?a  term19  ?f   => ?a  term0  ?b	0.059459459	0.20754717	0.268292683	11	53	41	?b	0.0	0.0	0.0
?f  term8  ?a  ?b  term8  ?f   => ?a  term0  ?b	0.497297297	0.064156206	0.105142857	92	1434	875	?b	0.0	0.0	0.0
?a  term19  ?f  ?b  term8  ?f   => ?a  term0  ?b	0.086486486	0.285714286	0.333333333	16	56	48	?b	0.0	0.0	0.0
?a  term21  ?f  ?b  term8  ?f   => ?a  term0  ?b	0.021621622	0.285714286	0.333333333	4	14	12	?b	0.0	0.0	0.0
?b  term0  ?f  ?f  term9  ?a   => ?a  term0  ?b	0.362162162	0.301801802	0.30875576	67	222	217	?b	0.0	0.0	0.0
?b  term0  ?f  ?f  term10  ?a   => ?a  term0  ?b	0.297297297	0.206766917	0.214007782	55	266	257	?b	0.0	0.0	0.0
?b  term0  ?f  ?f  term11  ?a   => ?a  term0  ?b	0.52972973	0.243781095	0.25257732	98	402	388	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term9  ?f   => ?a  term0  ?b	0.491891892	0.246612466	0.252777778	91	369	360	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term11  ?f   => ?a  term0  ?b	0.621621622	0.249457701	0.258426966	115	461	445	?b	0.0	0.0	0.0
?b  term0  ?f  ?a  term10  ?f   => ?a  term0  ?b	0.427027027	0.317269076	0.32244898	79	249	245	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term11  ?f   => ?a  term0  ?b	0.562162162	0.23798627	0.289693593	104	437	359	?b	0.0	0.0	0.0
?b  term11  ?f  ?f  term2  ?a   => ?a  term0  ?b	0.167567568	0.093939394	0.131355932	31	330	236	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term11  ?f   => ?a  term0  ?b	0.589189189	0.236442516	0.294594595	109	461	370	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term11  ?f   => ?a  term0  ?b	0.221621622	0.063862928	0.101736973	41	642	403	?b	0.0	0.0	0.0
?f  term18  ?a  ?b  term18  ?f   => ?a  term0  ?b	0.394594595	0.058167331	0.10252809	73	1255	712	?b	0.0	0.0	0.0
?b  term18  ?f  ?f  term5  ?a   => ?a  term0  ?b	0.205405405	0.076458753	0.128378378	38	497	296	?b	0.0	0.0	0.0
?b  term18  ?f  ?f  term22  ?a   => ?a  term0  ?b	0.113513514	0.079847909	0.12962963	21	263	162	?b	0.0	0.0	0.0
?b  term18  ?f  ?f  term24  ?a   => ?a  term0  ?b	0.010810811	0.25	0.25	2	8	8	?b	0.0	0.0	0.0
?b  term18  ?f  ?a  term22  ?f   => ?a  term0  ?b	0.102702703	0.06884058	0.110465116	19	276	172	?b	0.0	0.0	0.0
?f  term5  ?a  ?b  term5  ?f   => ?a  term0  ?b	0.421621622	0.203655352	0.254071661	78	383	307	?b	0.0	0.0	0.0
?b  term5  ?f  ?f  term6  ?a   => ?a  term0  ?b	0.210810811	0.131313131	0.171806167	39	297	227	?b	0.0	0.0	0.0
?f  term18  ?a  ?b  term5  ?f   => ?a  term0  ?b	0.351351351	0.073529412	0.122873346	65	884	529	?b	0.0	0.0	0.0
?a  term15  ?f  ?b  term5  ?f   => ?a  term0  ?b	0.616216216	0.174578867	0.221359223	114	653	515	?b	0.0	0.0	0.0
?a  term24  ?f  ?b  term5  ?f   => ?a  term0  ?b	0.021621622	0.333333333	0.333333333	4	12	12	?b	0.0	0.0	0.0
?f  term3  ?a  ?b  term4  ?f   => ?a  term0  ?b	0.345945946	0.105090312	0.132780083	64	609	482	?b	0.0	0.0	0.0
?f  term20  ?a  ?b  term4  ?f   => ?a  term0  ?b	0.32972973	0.117307692	0.145933014	61	520	418	?b	0.0	0.0	0.0
?f  term17  ?a  ?b  term4  ?f   => ?a  term0  ?b	0.324324324	0.085714286	0.111111111	60	700	540	?b	0.0	0.0	0.0
?f  term12  ?a  ?b  term4  ?f   => ?a  term0  ?b	0.248648649	0.124324324	0.150326797	46	370	306	?b	0.0	0.0	0.0
?a  term18  ?f  ?b  term5  ?f   => ?a  term0  ?b	0.378378378	0.07486631	0.120481928	70	935	581	?b	0.0	0.0	0.0
?f  term14  ?a  ?b  term4  ?f   => ?a  term0  ?b	0.054054054	0.192307692	0.277777778	10	52	36	?b	0.0	0.0	0.0
?f  term25  ?a  ?b  term4  ?f   => ?a  term0  ?b	0.043243243	0.150943396	0.307692308	8	53	26	?b	0.0	0.0	0.0
?a  term20  ?f  ?b  term4  ?f   => ?a  term0  ?b	0.32972973	0.118677043	0.155612245	61	514	392	?b	0.0	0.0	0.0
?a  term17  ?f  ?b  term4  ?f   => ?a  term0  ?b	0.32972973	0.112546125	0.134361233	61	542	454	?b	0.0	0.0	0.0
?a  term12  ?f  ?b  term4  ?f   => ?a  term0  ?b	0.291891892	0.119205298	0.158357771	54	453	341	?b	0.0	0.0	0.0
?a  term13  ?f  ?b  term4  ?f   => ?a  term0  ?b	0.356756757	0.132796781	0.138655462	66	497	476	?b	0.0	0.0	0.0
?a  term3  ?f  ?b  term4  ?f   => ?a  term0  ?b	0.243243243	0.075125209	0.105633803	45	599	426	?b	0.0	0.0	0.0
?a  term14  ?f  ?b  term4  ?f   => ?a  term0  ?b	0.054054054	0.106382979	0.111111111	10	94	90	?b	0.0	0.0	0.0
?a  term25  ?f  ?b  term4  ?f   => ?a  term0  ?b	0.032432432	0.3	0.333333333	6	20	18	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term10  ?f   => ?a  term0  ?b	0.464864865	0.323308271	0.390909091	86	266	220	?b	0.0	0.0	0.0
?f  term1  ?a  ?b  term10  ?f   => ?a  term0  ?b	0.345945946	0.083116883	0.145454545	64	770	440	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term10  ?f   => ?a  term0  ?b	0.416216216	0.309236948	0.368421053	77	249	209	?b	0.0	0.0	0.0
?a  term21  ?f  ?b  term4  ?f   => ?a  term0  ?b	0.086486486	0.091954023	0.112676056	16	174	142	?b	0.0	0.0	0.0
?b  term10  ?f  ?a  term2  ?f   => ?a  term0  ?b	0.194594595	0.102564103	0.220858896	36	351	163	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term10  ?f   => ?a  term0  ?b	0.286486486	0.07114094	0.116997792	53	745	453	?b	0.0	0.0	0.0
?f  term17  ?a  ?b  term3  ?f   => ?a  term0  ?b	0.291891892	0.092307692	0.146341463	54	585	369	?b	0.0	0.0	0.0
?f  term12  ?a  ?b  term3  ?f   => ?a  term0  ?b	0.135135135	0.105485232	0.148809524	25	237	168	?b	0.0	0.0	0.0
?f  term3  ?a  ?b  term3  ?f   => ?a  term0  ?b	0.308108108	0.06627907	0.105360444	57	860	541	?b	0.0	0.0	0.0
?f  term20  ?a  ?b  term3  ?f   => ?a  term0  ?b	0.108108108	0.073800738	0.147058824	20	271	136	?b	0.0	0.0	0.0
?f  term14  ?a  ?b  term3  ?f   => ?a  term0  ?b	0.043243243	0.153846154	0.25	8	52	32	?b	0.0	0.0	0.0
?a  term3  ?f  ?b  term3  ?f   => ?a  term0  ?b	0.4	0.081229418	0.124369748	74	911	595	?b	0.0	0.0	0.0
?f  term13  ?a  ?b  term3  ?f   => ?a  term0  ?b	0.156756757	0.064732143	0.114624506	29	448	253	?b	0.0	0.0	0.0
?b  term3  ?f  ?a  term4  ?f   => ?a  term0  ?b	0.216216216	0.066777963	0.105820106	40	599	378	?b	0.0	0.0	0.0
?a  term17  ?f  ?b  term3  ?f   => ?a  term0  ?b	0.216216216	0.093023256	0.144927536	40	430	276	?b	0.0	0.0	0.0
?a  term12  ?f  ?b  term3  ?f   => ?a  term0  ?b	0.118918919	0.079136691	0.201834862	22	278	109	?b	0.0	0.0	0.0
?a  term20  ?f  ?b  term3  ?f   => ?a  term0  ?b	0.081081081	0.057692308	0.130434783	15	260	115	?b	0.0	0.0	0.0
?a  term13  ?f  ?b  term3  ?f   => ?a  term0  ?b	0.243243243	0.071770335	0.106888361	45	627	421	?b	0.0	0.0	0.0
?a  term14  ?f  ?b  term3  ?f   => ?a  term0  ?b	0.021621622	0.086956522	0.2	4	46	20	?b	0.0	0.0	0.0
?f  term15  ?a  ?b  term15  ?f   => ?a  term0  ?b	0.6	0.123608018	0.158345221	111	898	701	?b	0.0	0.0	0.0
?b  term15  ?f  ?a  term6  ?f   => ?a  term0  ?b	0.497297297	0.136904762	0.182902584	92	672	503	?b	0.0	0.0	0.0
?b  term15  ?f  ?a  term5  ?f   => ?a  term0  ?b	0.578378378	0.163859112	0.204198473	107	653	524	?b	0.0	0.0	0.0
?f  term9  ?a  ?b  term9  ?f   => ?a  term0  ?b	0.243243243	0.07223114	0.110565111	45	623	407	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term9  ?f   => ?a  term0  ?b	0.524324324	0.27247191	0.334482759	97	356	290	?b	0.0	0.0	0.0
?a  term11  ?f  ?b  term9  ?f   => ?a  term0  ?b	0.302702703	0.063063063	0.104672897	56	888	535	?b	0.0	0.0	0.0
?a  term2  ?f  ?b  term9  ?f   => ?a  term0  ?b	0.075675676	0.076923077	0.17721519	14	182	79	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term9  ?f   => ?a  term0  ?b	0.502702703	0.25203252	0.318493151	93	369	292	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term9  ?a   => ?a  term0  ?b	0.194594595	0.093023256	0.161434978	36	387	223	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term11  ?a   => ?a  term0  ?b	0.437837838	0.076850095	0.139175258	81	1054	582	?b	0.0	0.0	0.0
?f  term0  ?a  ?b  term1  ?f   => ?a  term0  ?b	0.124324324	0.077966102	0.139393939	23	295	165	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term10  ?f   => ?a  term0  ?b	0.291891892	0.072483221	0.133663366	54	745	404	?b	0.0	0.0	0.0
?b  term1  ?f  ?f  term2  ?a   => ?a  term0  ?b	0.151351351	0.045016077	0.101083032	28	622	277	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term1  ?f   => ?a  term0  ?b	0.291891892	0.057082452	0.110204082	54	946	490	?b	0.0	0.0	0.0
?a  term0  ?f  ?b  term1  ?f   => ?a  term0  ?b	0.118918919	0.080291971	0.128654971	22	274	171	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term2  ?f   => ?a  term0  ?b	0.097297297	0.090452261	0.120805369	18	199	149	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term11  ?f   => ?a  term0  ?b	0.205405405	0.059190031	0.101604278	38	642	374	?b	0.0	0.0	0.0
?b  term1  ?f  ?a  term9  ?f   => ?a  term0  ?b	0.210810811	0.053424658	0.104278075	39	730	374	?b	0.0	0.0	0.0
?f  term18  ?a  ?b  term6  ?f   => ?a  term0  ?b	0.151351351	0.059701493	0.105263158	28	469	266	?b	0.0	0.0	0.0
?f  term6  ?a  ?b  term6  ?f   => ?a  term0  ?b	0.183783784	0.095774648	0.163461538	34	355	208	?b	0.0	0.0	0.0
?a  term18  ?f  ?b  term6  ?f   => ?a  term0  ?b	0.216216216	0.075901328	0.126182965	40	527	317	?b	0.0	0.0	0.0
?a  term22  ?f  ?b  term6  ?f   => ?a  term0  ?b	0.140540541	0.064039409	0.110169492	26	406	236	?b	0.0	0.0	0.0
?f  term5  ?a  ?b  term6  ?f   => ?a  term0  ?b	0.345945946	0.167539267	0.241509434	64	382	265	?b	0.0	0.0	0.0
?b  term17  ?f  ?f  term4  ?a   => ?a  term0  ?b	0.27027027	0.087873462	0.15060241	50	569	332	?b	0.0	0.0	0.0
?b  term17  ?f  ?f  term3  ?a   => ?a  term0  ?b	0.248648649	0.081272085	0.105504587	46	566	436	?b	0.0	0.0	0.0
?a  term15  ?f  ?b  term6  ?f   => ?a  term0  ?b	0.540540541	0.148809524	0.242130751	100	672	413	?b	0.0	0.0	0.0
?b  term17  ?f  ?f  term25  ?a   => ?a  term0  ?b	0.010810811	0.08	0.125	2	25	16	?b	0.0	0.0	0.0
?b  term17  ?f  ?a  term3  ?f   => ?a  term0  ?b	0.221621622	0.095348837	0.126153846	41	430	325	?b	0.0	0.0	0.0
?b  term17  ?f  ?a  term4  ?f   => ?a  term0  ?b	0.281081081	0.095940959	0.161490683	52	542	322	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term4  ?a   => ?a  term0  ?b	0.313513514	0.102473498	0.225680934	58	566	257	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term3  ?a   => ?a  term0  ?b	0.281081081	0.070365359	0.126829268	52	739	410	?b	0.0	0.0	0.0
?f  term12  ?a  ?b  term13  ?f   => ?a  term0  ?b	0.2	0.082959641	0.133093525	37	446	278	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term17  ?a   => ?a  term0  ?b	0.2	0.075203252	0.126712329	37	492	292	?b	0.0	0.0	0.0
?b  term13  ?f  ?f  term20  ?a   => ?a  term0  ?b	0.059459459	0.229166667	0.282051282	11	48	39	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term4  ?f   => ?a  term0  ?b	0.318918919	0.118712274	0.240816327	59	497	245	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term3  ?f   => ?a  term0  ?b	0.237837838	0.070175439	0.119891008	44	627	367	?b	0.0	0.0	0.0
?b  term13  ?f  ?a  term17  ?f   => ?a  term0  ?b	0.216216216	0.072595281	0.12012012	40	551	333	?b	0.0	0.0	0.0
?b  term12  ?f  ?f  term4  ?a   => ?a  term0  ?b	0.351351351	0.14380531	0.244360902	65	452	266	?b	0.0	0.0	0.0
?b  term12  ?f  ?f  term3  ?a   => ?a  term0  ?b	0.140540541	0.074712644	0.122065728	26	348	213	?b	0.0	0.0	0.0
?b  term20  ?f  ?f  term25  ?a   => ?a  term0  ?b	0.032432432	0.171428571	0.171428571	6	35	35	?b	0.0	0.0	0.0
?b  term20  ?f  ?a  term4  ?f   => ?a  term0  ?b	0.351351351	0.126459144	0.147058824	65	514	442	?b	0.0	0.0	0.0
?b  term20  ?f  ?f  term4  ?a   => ?a  term0  ?b	0.308108108	0.109195402	0.130733945	57	522	436	?b	0.0	0.0	0.0
?b  term21  ?f  ?f  term4  ?a   => ?a  term0  ?b	0.091891892	0.08994709	0.165048544	17	189	103	?b	0.0	0.0	0.0
?a  term17  ?f  ?b  term21  ?f   => ?a  term0  ?b	0.102702703	0.07421875	0.114457831	19	256	166	?b	0.0	0.0	0.0
?b  term21  ?f  ?a  term3  ?f   => ?a  term0  ?b	0.086486486	0.071748879	0.122137405	16	223	131	?b	0.0	0.0	0.0
?b  term21  ?f  ?a  term4  ?f   => ?a  term0  ?b	0.086486486	0.091954023	0.170212766	16	174	94	?b	0.0	0.0	0.0
?b  term21  ?f  ?f  term3  ?a   => ?a  term0  ?b	0.102702703	0.067375887	0.107954545	19	282	176	?b	0.0	0.0	0.0
?b  term12  ?f  ?a  term4  ?f   => ?a  term0  ?b	0.32972973	0.134657837	0.22761194	61	453	268	?b	0.0	0.0	0.0
?b  term21  ?f  ?a  term8  ?f   => ?a  term0  ?b	0.021621622	0.285714286	0.285714286	4	14	14	?b	0.0	0.0	0.0
?b  term14  ?f  ?f  term4  ?a   => ?a  term0  ?b	0.07027027	0.121495327	0.196969697	13	107	66	?b	0.0	0.0	0.0
?b  term14  ?f  ?f  term3  ?a   => ?a  term0  ?b	0.016216216	0.103448276	0.428571429	3	29	7	?b	0.0	0.0	0.0
?b  term14  ?f  ?a  term4  ?f   => ?a  term0  ?b	0.048648649	0.095744681	0.163636364	9	94	55	?b	0.0	0.0	0.0
?f  term18  ?a  ?b  term22  ?f   => ?a  term0  ?b	0.086486486	0.070484581	0.166666667	16	227	96	?b	0.0	0.0	0.0
?b  term22  ?f  ?f  term5  ?a   => ?a  term0  ?b	0.102702703	0.067375887	0.138686131	19	282	137	?b	0.0	0.0	0.0
?b  term14  ?f  ?a  term3  ?f   => ?a  term0  ?b	0.027027027	0.108695652	0.277777778	5	46	18	?b	0.0	0.0	0.0
?b  term25  ?f  ?f  term4  ?a   => ?a  term0  ?b	0.016216216	0.107142857	0.107142857	3	28	28	?b	0.0	0.0	0.0
?a  term0  ?f  ?f  term9  ?b   => ?a  term0  ?b	0.372972973	0.310810811	0.330143541	69	222	209	?b	0.0	0.0	0.0
?a  term0  ?f  ?f  term11  ?b   => ?a  term0  ?b	0.551351351	0.253731343	0.313846154	102	402	325	?b	0.0	0.0	0.0
?a  term0  ?f  ?f  term1  ?b   => ?a  term0  ?b	0.12972973	0.051948052	0.103004292	24	462	233	?b	0.0	0.0	0.0
?b  term25  ?f  ?a  term4  ?f   => ?a  term0  ?b	0.016216216	0.15	0.15	3	20	20	?b	0.0	0.0	0.0
?a  term0  ?f  ?f  term10  ?b   => ?a  term0  ?b	0.254054054	0.176691729	0.278106509	47	266	169	?b	0.0	0.0	0.0
?a  term18  ?f  ?b  term22  ?f   => ?a  term0  ?b	0.113513514	0.076086957	0.14893617	21	276	141	?b	0.0	0.0	0.0
?f  term15  ?a  ?b  term24  ?f   => ?a  term0  ?b	0.016216216	0.125	0.272727273	3	24	11	?b	0.0	0.0	0.0
?b  term24  ?f  ?a  term5  ?f   => ?a  term0  ?b	0.027027027	0.416666667	0.416666667	5	12	12	?b	0.0	0.0	0.0
?f  term2  ?a  ?b  term2  ?f   => ?a  term0  ?b	0.108108108	0.588235294	0.714285714	20	34	28	?b	0.0	0.0	0.0
?f  term11  ?a  ?b  term2  ?f   => ?a  term0  ?b	0.172972973	0.093294461	0.118959108	32	343	269	?b	0.0	0.0	0.0
?a  term10  ?f  ?b  term2  ?f   => ?a  term0  ?b	0.167567568	0.088319088	0.123505976	31	351	251	?b	0.0	0.0	0.0
?f  term16  ?a  ?b  term19  ?f   => ?a  term0  ?b	0.091891892	0.395348837	0.447368421	17	43	38	?b	0.0	0.0	0.0
?b  term19  ?f  ?f  term8  ?a   => ?a  term0  ?b	0.048648649	0.257142857	0.333333333	9	35	27	?b	0.0	0.0	0.0
?b  term19  ?f  ?f  term7  ?a   => ?a  term0  ?b	0.027027027	0.161290323	0.238095238	5	31	21	?b	0.0	0.0	0.0
?b  term19  ?f  ?a  term8  ?f   => ?a  term0  ?b	0.091891892	0.303571429	0.361702128	17	56	47	?b	0.0	0.0	0.0
?a  term16  ?f  ?b  term19  ?f   => ?a  term0  ?b	0.07027027	0.245283019	0.325	13	53	40	?b	0.0	0.0	0.0
?a  term1  ?f  ?b  term2  ?f   => ?a  term0  ?b	0.102702703	0.095477387	0.138686131	19	199	137	?b	0.0	0.0	0.0
?f  term15  ?b  ?a  term18  ?f   => ?a  term0  ?b	0.421621622	0.069026549	0.111747851	78	1130	698	?b	0.0	0.0	0.0
?f  term18  ?b  ?a  term18  ?f   => ?a  term0  ?b	0.383783784	0.056573705	0.104565538	71	1255	679	?b	0.0	0.0	0.0
?a  term18  ?f  ?f  term22  ?b   => ?a  term0  ?b	0.102702703	0.072243346	0.155737705	19	263	122	?b	0.0	0.0	0.0
?a  term18  ?f  ?f  term24  ?b   => ?a  term0  ?b	0.010810811	0.25	0.25	2	8	8	?b	0.0	0.0	0.0
?a  term16  ?f  ?f  term19  ?b   => ?a  term0  ?b	0.032432432	0.065934066	0.1	6	91	60	?b	0.0	0.0	0.0
?f  term16  ?b  ?a  term16  ?f   => ?a  term0  ?b	0.92972973	0.073160357	0.111688312	172	2351	1540	?b	0.0	0.0	0.0
?f  term3  ?b  ?a  term3  ?f   => ?a  term0  ?b	0.335135135	0.072093023	0.114602588	62	860	541	?b	0.0	0.0	0.0
?f  term13  ?b  ?a  term3  ?f   => ?a  term0  ?b	0.156756757	0.064732143	0.122362869	29	448	237	?b	0.0	0.0	0.0
?f  term12  ?b  ?a  term3  ?f   => ?a  term0  ?b	0.113513514	0.088607595	0.112903226	21	237	186	?b	0.0	0.0	0.0
?f  term21  ?b  ?a  term3  ?f   => ?a  term0  ?b	0.102702703	0.061688312	0.111764706	19	308	170	?b	0.0	0.0	0.0
?f  term17  ?b  ?a  term3  ?f   => ?a  term0  ?b	0.27027027	0.085470085	0.123152709	50	585	406	?b	0.0	0.0	0.0
?f  term20  ?b  ?a  term4  ?f   => ?a  term0  ?b	0.324324324	0.115384615	0.13667426	60	520	439	?b	0.0	0.0	0.0
?f  term3  ?b  ?a  term4  ?f   => ?a  term0  ?b	0.286486486	0.087027915	0.135549872	53	609	391	?b	0.0	0.0	0.0
?f  term12  ?b  ?a  term4  ?f   => ?a  term0  ?b	0.281081081	0.140540541	0.194756554	52	370	267	?b	0.0	0.0	0.0
